run,10000,100000,1000000,10000000,100000000,1000000000
1,0.045453,0.379995,2.954179,28.007403,279.820185,2791.860943
2,0.045170,0.378868,2.948226,27.990089,278.905006,2787.516645
3,0.045083,0.380559,2.945358,27.962548,279.493195,2773.336237
4,0.045444,0.380269,2.941832,27.992905,278.865669,2776.226337
5,0.044982,0.377970,2.947095,27.970033,278.624894,2784.188235
6,0.045351,0.384785,2.933794,27.921644,279.332206,2788.382663
7,0.045079,0.381760,2.954763,28.038415,278.975890,2775.915120
8,0.044675,0.380796,2.952137,28.016672,280.011856,2783.384207
9,0.045063,0.378813,2.934553,27.873736,278.911145,2778.557383
10,0.044836,0.380607,2.938056,27.995837,277.902702,2783.268164
