Run,400,600,800,1200,1600,2400,3200,4800,6400,9600
1,0.037531,0.138034,0.318709,1.528162,3.900096,13.613452,39.019107,144.507194,294.233291,1142.453996
2,0.037097,0.130569,0.319726,1.416898,3.899285,13.708037,36.516784,127.438827,355.247767,1174.326777
3,0.037668,0.130739,0.320108,1.521974,3.988968,14.654410,37.751261,126.892729,294.077249,1133.249135
4,0.037971,0.129983,0.322505,1.538660,4.785394,15.810264,40.515783,129.619393,296.442515,1213.296688
5,0.037084,0.128556,0.319858,1.201725,4.049999,15.685024,40.398274,128.775227,292.697099,1119.474088
6,0.037407,0.129163,0.319749,1.536829,3.917995,14.021812,39.664016,144.674449,358.315413,1148.178983
7,0.037842,0.127696,0.320805,1.535644,4.756014,16.979805,40.379733,129.381183,387.043850,1122.944892
8,0.036859,0.129500,0.319717,1.402683,4.168613,16.022790,41.019254,128.662752,293.721621,1137.999304
9,0.037741,0.127102,0.320839,1.576249,4.335211,16.276625,40.219603,128.556540,292.348117,1150.797605
10,0.037370,0.129432,0.320502,1.544073,4.123667,15.168687,39.725176,127.931850,361.394796,1165.450335
