Run,10,100,200,300
1,0.000033,0.017142,0.099311,0.309222
2,0.000032,0.010661,0.094707,0.314796
3,0.000048,0.010365,0.091612,0.304513
4,0.000031,0.010410,0.080551,0.288961
5,0.000031,0.010373,0.083023,0.314103
6,0.000030,0.010334,0.080649,0.293985
7,0.000030,0.010338,0.083388,0.428646
8,0.000029,0.010410,0.088510,0.301658
9,0.000029,0.010370,0.083212,0.302589
10,0.000030,0.010479,0.087456,0.301718
