run,10000,100000,1000000,10000000,100000000,1000000000
1,0.013023,0.071207,0.530384,4.962489,48.628420,483.222441
2,0.013575,0.071822,0.526747,4.921414,48.714609,483.181511
3,0.010515,0.069010,0.526153,4.954204,48.738970,483.188291
4,0.010592,0.069108,0.522589,4.942744,48.905005,483.256486
5,0.013511,0.071938,0.524728,4.956287,48.882351,482.987891
6,0.013534,0.071868,0.522458,4.919429,49.461338,482.814560
7,0.013349,0.071591,0.524731,4.981845,48.779833,483.166795
8,0.010710,0.069223,0.524590,4.910628,48.753222,483.093272
9,0.013734,0.071144,0.524686,4.899350,48.880092,483.140316
10,0.010593,0.068983,0.525351,4.936521,48.645426,483.344410
