Run,400,600,800,1200,1600,2400,3200,4800,6400,9600
1,0.039214,0.142503,0.349931,1.187731,2.873379,11.951839,34.467095,114.933877,275.603250,996.186615
2,0.039092,0.142611,0.349149,1.188396,2.950925,11.901406,34.232872,115.374161,277.280458,1000.035675
3,0.038124,0.142448,0.349572,1.187509,2.972254,11.902589,34.365227,115.537196,277.139475,999.852867
4,0.039144,0.142981,0.348005,1.189069,2.884350,11.994660,34.735949,114.226181,275.702466,1016.652825
5,0.038258,0.142914,0.349451,1.190049,2.858301,12.294332,34.710804,114.112290,275.558675,1002.726408
6,0.039158,0.142501,0.346378,1.186656,2.963235,11.948334,34.281805,115.057622,276.116955,1008.437448
7,0.039151,0.142762,0.349597,1.189529,2.909353,11.889128,34.310852,111.829919,275.546884,996.002741
8,0.039183,0.142526,0.349222,1.188745,2.949229,12.342104,34.343152,118.013887,275.369121,995.290425
9,0.039152,0.142256,0.349332,1.205083,2.915913,11.890429,33.842905,114.876501,277.285554,998.415909
10,0.039114,0.142591,0.349294,1.186944,2.974628,11.973708,33.861572,114.315871,276.134124,996.705056
