Run,400,600,800,1200,1600,2400,3200,4800,6400,9600
1,0.039599,0.134018,0.323648,1.232131,3.016401,10.530876,26.252066,91.454280,222.768715,774.805141
2,0.039478,0.133702,0.321029,1.231338,2.983236,10.494075,26.219921,91.275298,221.666924,775.338526
3,0.058751,0.133954,0.320507,1.228240,3.006572,10.251416,26.219445,91.159854,222.026870,777.604019
4,0.039397,0.133628,0.319790,1.225346,2.994667,10.344805,26.064749,91.323243,221.843398,778.190552
5,0.039446,0.133688,0.321672,1.230088,2.986933,10.403380,26.208378,91.114084,222.254309,777.240149
6,0.039513,0.133466,0.322874,1.232476,2.984663,10.618239,26.205341,91.292594,221.612425,778.378031
7,0.039362,0.133712,0.322226,1.232150,2.986051,10.453848,25.968483,91.458159,222.238735,779.366471
8,0.039120,0.133644,0.320354,1.230758,2.990502,10.366550,26.231222,91.455633,221.815102,777.042384
9,0.038873,0.133848,0.322810,1.235319,2.998790,10.500987,26.302224,91.676576,222.160941,774.901088
10,0.039487,0.132132,0.320507,1.195185,2.985938,10.345758,25.928591,91.506755,221.609535,776.583412
