Run,400,600,800,1200,1600,2400,3200,4800,6400,9600
1,0.137630,0.484113,1.201314,3.972589,10.443557,44.207927,137.017762,425.626874,954.196706,3331.379172
2,0.134311,0.489409,1.214090,4.097342,9.204126,34.997229,106.364954,456.906704,902.128113,3103.562293
3,0.134643,0.488298,1.210983,3.874385,10.022626,36.765388,102.341271,459.271449,893.659958,3234.208070
4,0.134312,0.487978,1.211714,4.128170,9.533320,35.480852,106.404928,458.397738,912.008287,3187.264908
5,0.133405,0.484734,1.203450,3.657955,10.610863,44.919468,134.598497,430.023661,974.408968,3092.263355
6,0.134779,0.487892,1.209700,4.125671,9.258896,34.941777,104.713903,461.438381,898.512627,3229.190496
7,0.134482,0.487942,1.148948,4.099503,10.883439,44.506426,132.983120,418.055020,966.152799,3125.817452
8,0.133870,0.486048,1.209361,3.959129,10.072826,44.148861,131.688190,417.755770,951.695040,3145.094851
9,0.133437,0.484361,1.203645,4.053763,9.999972,44.604689,132.743064,425.526590,964.453754,3145.007063
10,0.133764,0.484637,1.203866,3.990425,10.365917,44.305552,132.462767,424.131629,976.287867,3044.822845
