Run,400,600,800,1200,1600,2400,3200,4800,6400,9600
1,0.065031,0.230571,0.563328,1.915295,4.727579,20.697286,58.286433,210.910763,518.747442,2036.718590
2,0.064612,0.230630,0.564306,1.916666,5.161355,21.130612,59.963963,211.944584,515.148563,2014.003024
3,0.064864,0.230494,0.563639,1.923783,5.167759,16.839677,58.881470,210.978818,515.013500,1923.578197
4,0.064921,0.231064,0.563951,1.920951,5.160955,21.687727,58.159277,210.371033,515.256765,1916.587391
5,0.065161,0.230624,0.552553,1.921926,5.167229,16.930339,59.880057,211.128000,517.175259,1898.841701
6,0.063223,0.223073,0.562502,1.927235,5.159337,21.963864,60.120128,211.092583,516.206554,1895.464910
7,0.064800,0.230669,0.564887,1.914691,5.165352,21.734441,58.116930,211.307764,515.863262,1912.320869
8,0.064738,0.231332,0.565007,1.919115,5.186886,16.980322,58.226424,211.886689,515.579395,1894.836532
9,0.064599,0.230657,0.562517,1.918263,5.158514,21.490507,58.127422,211.577077,517.905316,1914.685871
10,0.064922,0.230774,0.557077,1.915956,5.174454,21.609072,60.079820,212.061792,517.905645,1917.229509
