Run,400,600,800,1200,1600,2400,3200,4800,6400,9600
1,0.154753,0.566868,1.387026,4.728303,11.478587,46.456174,137.656401,483.667644,1223.477519,4660.620084
2,0.154378,0.564497,1.387354,4.726218,11.767264,47.245797,139.346020,486.792863,1213.571080,4628.762346
3,0.154825,0.566265,1.386133,4.730042,11.595073,47.580112,139.502011,488.856142,1218.077292,4516.155017
4,0.154334,0.565910,1.388417,4.732518,11.933140,47.595640,137.816457,485.859910,1221.146873,4585.169369
5,0.154576,0.565748,1.390765,4.727948,11.363096,47.338861,141.131193,491.842337,1222.624799,4541.292141
6,0.155379,0.567282,1.381487,4.731052,11.710483,47.129006,138.791900,493.496631,1197.935371,4632.881539
7,0.155006,0.565348,1.389888,4.725902,11.340148,47.701315,140.733787,489.903211,1217.752335,4544.077582
8,0.155053,0.566629,1.391030,4.737292,11.614790,47.749378,139.770860,486.564964,1229.174076,4616.019066
9,0.154357,0.566291,1.381981,4.734651,11.628059,47.774442,141.063396,488.102967,1228.742968,4632.172198
10,0.154678,0.564541,1.386002,4.820787,11.822490,47.896123,138.814056,485.820989,1226.611268,4524.689642
