Run,400,600,800,1200,1600,2400,3200,4800,6400,9600
1,0.032756,0.116031,0.282541,0.963530,2.600887,10.808731,30.307855,104.653179,258.280108,955.691577
2,0.031913,0.115871,0.282528,0.962727,2.595124,10.816957,30.465992,104.823979,261.652373,956.793001
3,0.032866,0.115908,0.283565,0.963256,2.590809,8.610126,30.170910,105.755261,261.133539,952.314786
4,0.032805,0.115826,0.282622,0.929957,2.592945,10.821348,30.182489,104.732825,256.601555,956.871992
5,0.032907,0.116954,0.284284,0.962933,2.596960,10.870757,30.304057,105.009209,258.735278,957.404684
6,0.033135,0.116165,0.283018,0.964693,2.599487,10.925904,29.670977,104.292636,260.485651,959.069746
7,0.033590,0.116494,0.283078,0.965269,2.602681,10.845121,29.617627,104.827782,259.428232,960.541731
8,0.032834,0.116308,0.284243,0.961656,2.596175,11.125644,29.687516,105.383902,258.543438,959.796378
9,0.032836,0.115877,0.283878,0.961205,2.597482,10.852809,30.227143,104.824054,258.843296,956.394197
10,0.031898,0.116012,0.284112,0.958841,2.593164,10.878288,30.457809,104.993988,258.368267,967.464466
